"created_at","state","code","text"
"16","California","CA","kittensgain im voting  doja cat  favorite female rampb artist   amas"
"16","New Jersey","NJ","michaeljburry pivoting   metaverse  something   socially awkward person   social awareness … httpstcoyju4ikpzus"
"16","Florida","FL","rt dwuhlfelderlaw “governor ron desantis  made voting easier  certain florida counties battered  hurricane ian –   republic…"
"16","New York","NY","girlsinrap latto ’m voting  dove cameron  new artist   year   amas"
"16","California","CA","rt dwuhlfelderlaw “governor ron desantis  made voting easier  certain florida counties battered  hurricane ian –   republic…"
"16","North Carolina","NC","rt thaogbrazyfool im voting  latto  new artist   year   amas  4"
"16","Georgia","GA","rt terryholton65 nickistreamteam ’m voting  dove cameron  new artist   year   amas"
"16","New York","NY","’m voting  nicki minaj  favorite female hiphop artist   amas    

’m voting  dove cameron  new… httpstcos8pkopxdbr"
"16","Georgia","GA","rt nmcaviar barbz let’s help karolg’s gteam 💞

im voting  mamiii  favorite latin song   amas 

— reply 100x httpstc…"
"16","Alabama","AL","rt funnymaine   see ppl voting  folks like herschel walker amp tuberville  understand   folks   fkn idea   se…"
"16","Delaware","DE","dovecharts ghostamethyst ’m voting  nicki minaj  favorite female hiphop artist   amas   

’m votin… httpstco3fft0tm6rd"
"16","Alabama","AL","writearapsis im voting  nicki minaj  favorite female hiphop artist   amas

im voting  dove camer… httpstcoj8y1pv8exv"
"16","Texas","TX","rt cardib2101 ’m voting  cardi b  favorite female hiphop artist   amas httpstcolio3zjlbca"
"16","California","CA","dovecharts ’m voting  nicki minaj  favorite female hiphop artist   amas"
"16","Tennessee","TN","rt thetnholler 🚨  “govrondesantis made voting easier  certain florida counties battered  hurricane ian –   republicanl…"
"16","Florida","FL","im voting  red taylors version  favorite pop album   amas"
"16","North Carolina","NC","nickistreamteam ’m voting  nicki minaj  favorite female hiphop artist   amas"
"16","New York","NY","’m voting  nicki minaj  favorite female hiphop artist   amas"
"16","New York","NY","rt theswiftvoting 📊 amas stats ‼️

1 taylor  459k
2 hs  141k
3   15k

im voting    well taylors version  favor…"
"16","California","CA","im voting  taylor swift  favorite female country artist   amas 15"
"16","New York","NY","rt therickydavila ’ll  voting blue  ballot  november  beyond   democracy will perish otherwise    💙✋"
"16","Missouri","MO"," love  facial expressions  performing hes  entertaining  watch 

’m voting  bts btstwt  fa… httpstcokg1oainnka"
"16","Pennsylvania","PA","’m voting  nicki minaj  favorite female hiphop artist   amas"
"16","Colorado","CO","rt angrystaffer 2007julie   depends  us   jobs  voting like  republic depends  —  republic depends…"
"16","New York","NY","6

’m voting  nicki minaj  favorite female hiphop artist   amas "
"16","Arizona","AZ","rt thestylesfandom ’m voting  “harry’s house”  favorite pop album   amas httpstcof7o4y61bzf"
"16","California","CA","rt therickydavila ’ll  voting blue  ballot  november  beyond   democracy will perish otherwise    💙✋"
"16","Texas","TX","rt msyonceslay beyoncé  artist   year  trending’ 

tweet im voting  beyoncé  artist   year   amas https…"
"16","Georgia","GA"," gap  just getting ridiculous army keep voting please along  voting  btstwt  favorite pop duo … httpstcolncdksdjic"
"16","Arizona","AZ","shadynickinews mtvema ’m voting  megan thee stallion  favorite female artist hiphop artist   amas"
"16","California","CA","rt racheldillin davidhogg111 trump   hypocrisy   evangelical preacher dad voting  "
"16","Georgia","GA","lets go wei comeback  october 19 rui   ready follow weigoupteam amp weivotingteam  voting amp str… httpstcoax9wklxsgc"
"16","New York","NY","rt natalia112144 ’m voting  cardi b  favorite female artist hiphop artist   amas"
"16","Arizona","AZ","rt therickydavila ’ll  voting blue  ballot  november  beyond   democracy will perish otherwise    💙✋"
"16","Florida","FL","rt chuckcallesto breaking report  emergency complaint   filed  georgia election board alleging   dominion voting erro…"
"16","Indiana","IN","rt billboardchris stop voting  democrats httpstcobkpjtlcx0b"
"16","Colorado","CO","rt angrystaffer 2007julie   depends  us   jobs  voting like  republic depends  —  republic depends…"
"16","New York","NY","rt onikapoppin barbz  ain’t letting ltto winning  award 🤭

im voting  steve lacy  new artist   year   amas"
"16","Arizona","AZ","rt teampelosi      privacy   voting booth    power  preserve  privacy   doctor’s office 

…"
"16","California","CA","barbiedup ’m voting  nicki minaj  favorite female hiphop artist   amas"
"16","North Carolina","NC","rt teampelosi      privacy   voting booth    power  preserve  privacy   doctor’s office 

…"
"16","California","CA","rt thenakedtruth1 y’   streaming ‘9’  lilkim streaming tomorrow2  voting  cardi b  amas"
"16","New York","NY","rt dwuhlfelderlaw “governor ron desantis  made voting easier  certain florida counties battered  hurricane ian –   republic…"
"16","California","CA","’m voting  nicki minaj  favorite female hiphop artist   amas"
"16","Texas","TX","rt trending911  trending alert  emergency complaint filed  georgia election board alleges dominion voting “erroneous code” though…"
"16","Virginia","VA","rt quancyclayborne remember  arent voting  herschel   like  theyre voting     hate  rest  u…"
"16","New York","NY","rt cardimoneybag im voting  cardi b  favorite female hip hop artist   amas"
"16","Arizona","AZ","rt alexgulotta civic engagement beyond voting azcebvus voter guide ataglance good stuff  voting  az httpstcows84lic3i4"
"16","California","CA","rt tellmthinkpink ’m voting  nicki minaj  favorite female hiphop artist   amas  

⬇️⬇️⬇️⬇️⬇️⬇️⬇️ httpstcoxgbdxeemm0"
"16","Arizona","AZ","rt cochisecodems   reminders  voting  cochise county  
httpstcook4wgg6bxl"
"16","California","CA","wantsomeonika ’m voting  nicki minaj  favorite female hiphop artist   amas"
"16","California","CA","rt 01btsxarmy1 army 🆘️ panic voting  always work  2  days gap keeps increasing  1 almost 300k gap amp 3  catching…"
"16","Nevada","NV","    many great poll watcher trainings  weekend  aren’t slowing   early voting starts s… httpstcowijgpxs7rt"
"16","North Carolina","NC","get   early voting info  httpstcotkzenbwdyf
httpstcosapaesyg1y"
"16","Arizona","AZ","rt metz4congress  psa   receive  ballots amp  voting  state house  legislative districts 2 amp 4    able  cas…"
"16","Texas","TX","rt top100kpop voting closed    minutes  will start publishing  results

top100mostbeautifulface"
"16","Tennessee","TN","’m voting ariastaylorswift  🤭🧣🎸⚜️🕰️🌃🌌🎶🪶 tsmidnights httpstcoftatnibqqm"
"16","Connecticut","CT","rt reneeaclay believe  polls listen   talking heads focus   voting blue   way   ticket 
freshresists https…"
"16","Massachusetts","MA","rt votinghshq   see     retweet

200 rts  200 votes lets go harries ariasharrystyles httpstcof1ydehwqsz"
"16","New York","NY","donschun chaelinclminaji ’m voting  nicki minaj  favorite female hiphop artist   amas"
"16","New York","NY","rt chuckcallesto breaking report  emergency complaint   filed  georgia election board alleging   dominion voting erro…"
"16","Oregon","OR","rt theswiftsociety taylorswift13 im voting ariastaylorswift httpstcosofton4sp4"
"16","Texas","TX","rt teampelosi      privacy   voting booth    power  preserve  privacy   doctor’s office 

…"
"16","California","CA"," eunbin doesnt win  unanimous 70 voting next year  must  something gone wrong badly"
"16","Florida","FL","rt hasdivinedthis ’m voting  dove cameron  new artist   year   amas"
"16","Georgia","GA","rt proudofyounicki ohhhhh  karolgs fandom  named gteam  can officially say im  member  gteam 

’m voting  karol g  fa…"
"16","New York","NY","annakaplanforli kathyhochul newsdayopinion leezeldin voting zeldin  save  state"
"16","Alabama","AL","rt rncresearch walker “      concerned  voting   —  nonpolitician —  want   think   damage…"
"16","Texas","TX","rt garycro99333196  tweet   families opinion begs amp answers  voting questions    us americans

todayi   fillup…"
"16","Texas","TX","rt garycro99333196  tweet   families opinion begs amp answers  voting questions    us americans

todayi   fillup…"
"16","Texas","TX","rt garycro99333196  tweet   families opinion begs amp answers  voting questions    us americans

todayi   fillup…"
"16","New York","NY","rt ybarrap    folks think       done  

governor ron desantis  made voting easier  certain…"
"16","Texas","TX","rt jessicaemiranda  important thread 🧵   consider   vote   midterm election 

early voting  open  ohio 💙"
"16","Washington","WA","rt rbreich mark finchem  trumpbacked candidate running  arizona secretary  state wants  ban mailin voting

“ don’t care f…"
"16","Texas","TX","rt karolgonstats lets support barbz   queen

’m voting  nicki minaj  favorite female hiphop artist   amas httpst…"
"16","Florida","FL","rt marceelias  voted  critical voting rights legislation"
"16","Texas","TX","rt billmckay42  left  gone   rails   point  will   d’s voting r  ever   history   midterms…"
"16","Nevada","NV","rt 7amae  words needed 🥹 

lets make  voting season one  will never forget 💜 

im voting  btstwt  favorite pop duo …"
"16","New York","NY","rt bellezaella1 im voting  bts bts
btstwt
  favorite kpop artist category   amas"
"16","Texas","TX","mari74005816 sgaganmeet winwithjmc   uninitiated dont understand  2020 affected voting behavior going forward"
"16","Texas","TX","swiffbridgers thisisemtrying   voting  ariastaylorswift"
"16","Texas","TX","rt angrystaffer 2007julie   depends  us   jobs  voting like  republic depends  —  republic depends…"
"16","Arizona","AZ","rt angrystaffer 2007julie   depends  us   jobs  voting like  republic depends  —  republic depends…"
"16","Illinois","IL","jerasikehorn   wont  voting  november

  early voting  chicago   already voted

🤣"
"16","New York","NY","rt ceintaku jeon jungkook

im voting  bts btstwt  favorite pop duo  group   amas2022"
"16","Washington","WA","rt btsqtsarchive im voting  btstwt  favorite pop duo  group   amas"
"16","Washington","WA","valeriabrownedu leticiatrower washington   vote  mail  ballots go  next week im voting asap"
"16","Washington","WA","rt bangtanhiit im voting  btstwt  favorite pop duo  group   amas"
"16","Maryland","MD","rt therickydavila ’ll  voting blue  ballot  november  beyond   democracy will perish otherwise    💙✋"
"16","New York","NY","rt quancyclayborne remember  arent voting  herschel   like  theyre voting     hate  rest  u…"
"16","California","CA","rt msnbc “ don’t care  mailin voting” said mark finchem  trumpbacked arizona secretary  state candidate “’s   go …"
"16","Arizona","AZ","rt tinphx hey gilbert arizona  ld14 voters
writein  kristin clark  state senator    aren’t voting  petersen…"
"16","Montana","MT","rt chuckcallesto breaking report  emergency complaint   filed  georgia election board alleging   dominion voting erro…"
"16","Illinois","IL","rt chelseathespud twinflame8912 im voting  taylor swift  favorite female pop artist   amas"
"16","Illinois","IL","rt folkswiftrep theswiftvoting im voting  taylor swift  favorite female country artist   amas"
"16","Florida","FL","rt chuckcallesto breaking report  emergency complaint   filed  georgia election board alleging   dominion voting erro…"
"16","Washington","WA","rt btschartstudio rt  replies  vote

’m voting  bts btstwt   favorite pop duo  group   2022 american music awards…"
"16","California","CA","rt teampelosi      privacy   voting booth    power  preserve  privacy   doctor’s office 

…"
"16","New York","NY","  voting  bts  btstwt    years favorite pop duo  group   amas httpstcoscdbmcqooy"
"16","Arizona","AZ","rt chuckcallesto breaking report  emergency complaint   filed  georgia election board alleging   dominion voting erro…"
"16","Missouri","MO","rt libertylady   want  preserve freedom stop voting  democrats"
"16","Illinois","IL","rt narilariferrari taylornation13 im voting    well taylors version  taylor swift  favorite music video   amas"
"16","California","CA","rt pivoineeee bts bts bts

im voting  bts btstwt  favorite pop duo  group   amas httpstco999da9qah9"
"16","California","CA","rt lisavotingteam lalisa  greatest   time

born pink world tour
bornpinkinseoulday1
lisa lalisa money
httpstconjg3cq4h…"
"16","Texas","TX","rt lorenzoscorpio amas   voting  beyoncé  artist   year   amas"
"16","Texas","TX","nick minaj amp latto beef  twitter  grammys voting begins httpstcoyqgiduajhs"
"16","Pennsylvania","PA","rt rbreich mark finchem  trumpbacked candidate running  arizona secretary  state wants  ban mailin voting

“ don’t care f…"
"16","Tennessee","TN","rt teampelosi      privacy   voting booth    power  preserve  privacy   doctor’s office 

…"
"16","California","CA","rt sneminaj 5 years  bad luck   dont reply  

’m voting  nicki minaj  favorite female hiphop artist   amas  h…"
"16","New York","NY","rt sakpo0007 wizkidvotezone amas ’m voting  wizkid  favorite afrobeats artist   amas  

6"
"16","Texas","TX","rt innerchildyou im voting  btstwt  favorite pop duo  group   amas"
"16","South Carolina","SC","rt chuckcallesto breaking report  emergency complaint   filed  georgia election board alleging   dominion voting erro…"
"16","California","CA","today  really enjoyed admiring chris  princess  china ❤️


’m voting  coldplay  favorite touring ar… httpstcopapvm0j2id"
"16","Texas","TX","rt armyhot10 challenge 5

500 rts  500 replies 🗳

im voting  btstwt  favorite pop duo  group   amas"
"16","Louisiana","LA","rt melodramaswift1  fandoms  mass voting dont  lazy lets goo 

ariastaylorswift"
"16","California","CA","rt aspiringpotaeto obsessed   song   🔥 choreography

im voting  bts btstwt  favorite pop duo  group   …"
"16","New York","NY","rt felaback guccistarboi ’m voting  essence  favorite rampb song   amas"
"16","Oregon","OR","rt btsglobally ’m voting  btstwt  favorite pop duo  group amas"
"16","Ohio","OH","rt btschartsdailyx 🗳️ im voting  btstwt  favorite pop duo  group   amas"
"16","Arizona","AZ","rt teampelosi      privacy   voting booth    power  preserve  privacy   doctor’s office 

…"
"16","Wisconsin","WI","haryormide weenco ’m voting  wizkid  favorite afrobeats artist   amas"
"16","Georgia","GA","amas ’m voting  nicki minaj  favorite female hiphop artist   amas        

’m voting  dove camer… httpstcoxukf25a5dd"
"16","North Carolina","NC","longiano 😩😩😩

im voting  måneskin  new artist   year   amas"
"16","New York","NY","anger  desantis eases voting rules  republican areas hit  hurricane dirty tricks  httpstcogoyzuvfmrg"
"16","Florida","FL","rt bryandawsonusa “fck  voting lets get right   violence  roger stone

january6thhearings january6thcommitteehearings 
ht…"
"16","California","CA","rt quancyclayborne remember  arent voting  herschel   like  theyre voting     hate  rest  u…"
"16","Ohio","OH","rt harryto100 harries lets focus  artist   year now  need  push 

goal 200 replies  100 rts

reply  
’m voting …"
"16","Texas","TX","blinkvotingcrew bornpink  seoul day2
bornpinkinseoulday2
어둠이찾아와도분홍빛으로밝혀줄게
shutdown blackpink"
"16","Florida","FL","someone152 ’m voting  nicki minaj  favorite female hiphop artist   amas"
"16","New Jersey","NJ","rt lindyli desantis  making voting easier  hurricanehit areas

    lean republican

texas shut   early voting sit…"
"16","Georgia","GA","rt cardib2101 ’m voting  cardi b  favorite female hiphop artist   amas httpstcolio3zjlbca"
"16","Indiana","IN","btssomma btstwt jiminaaaaaa   voting  bts  btstwt    years favorite pop duo  group   amas        2022"
"16","Arizona","AZ","shaykay1717 karilake porschecutie   going  enjoy voting  "
"16","Ohio","OH","rt teampelosi      privacy   voting booth    power  preserve  privacy   doctor’s office 

…"
"16","Wisconsin","WI","aopmike weenco ’m voting  wizkid  favorite afrobeats artist   amas "
"16","New York","NY","rt theswiftsociety taylorswift13 target cr pnwswiftie ✨

im voting  taylor swift  artist   year   amas"
"16","Pennsylvania","PA","candidates answered questions  voting laws top issues    httpstcoftr2jqeigj"
"16","West Virginia","WV","rt hodgetwins   end   day ’s  people’s fault  letting things get  bad    ’s  fault  voting  🤡…"
"16","New York","NY","rt youtalkingtume anyone  thinks voting republican will help   fool oil    trump putin  saudi arabia conspired  ra…"
"16","Iowa","IA","rt sparkies53 reidepstein bymikebaker     devastating situation  oregonians  liberal state voting   republican go…"
"16","North Carolina","NC","rt votingbrigade important announcement

 will    event tonight  gma ama  ema please refer   schedule  …"
"16","Oklahoma","OK","rt chuckcallesto breaking report  emergency complaint   filed  georgia election board alleging   dominion voting erro…"
"16","Texas","TX","rt chuckcallesto breaking report  emergency complaint   filed  georgia election board alleging   dominion voting erro…"
"16","Maryland","MD","rt teampelosi      privacy   voting booth    power  preserve  privacy   doctor’s office 

…"
"16","Arkansas","AR","rt notcapnamerica ron desantis  relaxed voting rules  several republican leaning counties affected   hurricane

’s declined…"
"16","Kentucky","KY","amoneyresists gas food utilities rentall going  wars crime keep voting democrat   going  get worse"
"16","South Carolina","SC","davidguetta ’m voting  nicki minaj  favorite female artist hiphop artist   amas"
"16","Pennsylvania","PA","queennickio nickibins chartdata nickiminaj ’m voting  cardi b  favorite female hiphop artist  … httpstco2ji20xazit"
"16","Pennsylvania","PA","rt rbreich mark finchem  trumpbacked candidate running  arizona secretary  state wants  ban mailin voting

“ don’t care f…"
"16","California","CA","rt doyaddaeng oh  amas voting period already 

 vote  btstwt  favorite pop duo  group   amas"
"16","Michigan","MI","rt therickydavila ’ll  voting blue  ballot  november  beyond   democracy will perish otherwise    💙✋"
"16","New York","NY","rt thequeenstation im voting  nickiminaj  favorite female hiphop artist   amas httpstcoyorbtlza0l"
"16","Arizona","AZ","rt chuckcallesto breaking report  emergency complaint   filed  georgia election board alleging   dominion voting erro…"
"16","New York","NY","rt angrystaffer 2007julie   depends  us   jobs  voting like  republic depends  —  republic depends…"
"16","Texas","TX","retweet  reply  
’m voting  harrys house  favorite pop album   amas       "
"16","New York","NY","rt rahmdess27 army challenge  3000 rtreply 🔥

im voting  btstwt  favorite pop duo  group amas"
"16","South Carolina","SC","heatherthomasaf 5mileshigher says  broad  california yea keep voting blue  end  … httpstcoflldcfx1d6"
"16","New York","NY","rt happylillthing rt  reply

im voting  btstwt  favorite pop duo  group   amas"
"16","Minnesota","MN","rt cypherluscious lets get going shall 

im voting bts btstwt  favorite pop duo  group   amas httpstcowakwwwdb8s"
"16","Indiana","IN","rt ronfilipkowski roger stone tells alex jones   video played   j6 committee   saying “ said fck  voting let’s ge…"
"16","Washington","WA","rt renee3147 potus   think republicans will lower  expenses please look   voting record  think 
voteblue22 ht…"
"16","Alabama","AL","rt angrystaffer 2007julie   depends  us   jobs  voting like  republic depends  —  republic depends…"
"16","Florida","FL","slapthebank ’m voting  cardi b  favorite female hiphop artist   amas 17"
"16","Oregon","OR","rt statswizkid ’m voting  essence  favorite rampb song   amas  httpstcosgcuk5q49s"
"16","Illinois","IL","rt fndrive team   week voting  open httpstcoarkhpwezgp"
"16","Florida","FL","rt teampelosi      privacy   voting booth    power  preserve  privacy   doctor’s office 

…"
"16","New Jersey","NJ","rt electionresult9 voting keanforcongress   makes  dick lame  nobody   birth right  serve  congress  nj07 httpst…"
"16","New York","NY","rt statsofminaj ’m voting  dove cameron  new artist   year   amas httpstco0vqh58hzww"
"16","North Carolina","NC","rt laviedenoona im voting  btstwt  favorite pop duo  group   amas"
"16","Missouri","MO","rt teampelosi      privacy   voting booth    power  preserve  privacy   doctor’s office 

…"
"16","New York","NY","rt bscpitbull pointpay1’s voting event  officially      great success 🙌

another exchange  joining  pitbullish eco…"
"16","North Carolina","NC","rt wakeelections  getting ready  early voting  start  october 20th  site setup  underway visit httpstcocwhktdppmc…"
"16","Indiana","IN","rt nyovonie ’m voting  beyoncé  artist   year   amas  

— goal 100 retweets  100 replies httpstcoayopbjnkou"
"16","New York","NY","rt votingbrigade   still away   target added votes  gma 😞"
"16","California","CA","iamheelz writearapsis ’m voting  nicki minaj  favorite female hiphop artist   amas"
"16","New York","NY","tellmthinkpink cherishminaj ’m voting  nicki minaj  favorite female hiphop artist   amas"
"16","New York","NY","rt beybad4 beyzhive beyonce ’m voting  beyoncé  artist   year amas"
"16","Indiana","IN","rt adrivantt chartsk btstwt bts living legends 🔥

im voting  bts btstwt  favorite pop duo  group   amas"
"16","Texas","TX","  vote   2022 midterm elections  state  state guide
popularity  mailin voting took  two years… httpstcosphvzsqdrq"
"16","Connecticut","CT","rt spotifyswift 🚨  currently losing  mass vote  rt  reply 🚨

im voting  red taylors version  favorite pop album …"
"16","New York","NY","rt sahilkapur “governor ron desantis  made voting easier  certain florida counties battered  hurricane ian –   republicanl…"
"16","California","CA","rt tonyhussein4  must turn  red states  blue states  protect women’s rights restore voting rights  save democracy

 fl…"
"16","Maryland","MD","rt sneminaj 5 years  bad luck   dont reply  

’m voting  nicki minaj  favorite female hiphop artist   amas  h…"
"16","New Jersey","NJ","rt lattosdestiny 🚨 500 replys 

im voting  latto  new artist   year   amas httpstcosl4kdhnscm"
"16","Texas","TX","nickistreamteam ’m voting  nicki minaj  favorite female artist hiphop artist   amas"
"16","California","CA","rt tempestcharts genie music awards 2022 best male rookie— voting update d18  7pm kst

1 t — 24824 30
2 tpstofficial…"
"16","North Carolina","NC","rt deanobeidallah anger  desantis eases voting rules  republican areas hit  hurricane httpstcojylxzw7tcu"
"16","Florida","FL","jeffsharon beating  cows doesn’t make tulane good   think  people voting  rankings  smarter  "
"16","Oregon","OR","rt ebonyre50788667 votesbybelieber votebybelieber thirteen 
im voting  stay  collaboration   year   amas"
"16","Illinois","IL","rt debnewman10 stylezpromo ’m voting  harry styles  artist   year    amas"
"16","Missouri","MO","bigredpolotics tmgm528 drewsav thats  plan  im voting  election day"
"16","Georgia","GA","fabiotheebarb ’m voting  nicki minaj  favorite female hiphop artist   amas"
"16","Texas","TX","rt iggybreathe think    youre voting

credit  leahbug56  posting  gif httpstcoswk8afw7ti"
"16","Ohio","OH","pennyrietveld calltoactivism voting  r  d straight   ballot  lazy dangerous      mess"
"16","North Carolina","NC","rt davidmaret arizona  top nominee lake just stated  tv   votes  can  count   night  voting will  counted…"
"16","Washington","WA","rt toniitalydancer ’m voting  harry styles  artist   year   amas httpstconwp7rbmjjg"
"16","Oregon","OR","rt felicitrae votesbybelieber votebybelieber fourteen 
im voting  stay  collaboration   year   amas"
"16","Illinois","IL","democrats need  support  fall make sure  support  candidates  voting  entire ballot… httpstcok8k8ozuhbu"
"16","California","CA","rt zeynep much   lying  cynical

fox news hosts claimed voting machine fraud helped biden win

one “defamation lawsuit coming” l…"
"16","California","CA","rt msnbc “ don’t care  mailin voting” said mark finchem  trumpbacked arizona secretary  state candidate “’s   go …"
"16","Texas","TX","spotifyswiftie ’m voting  ariastaylorswift"
"16","Florida","FL","rt boyxacrossthest spotifyswift ’m voting  ariastaylorswift"
"16","Michigan","MI","rt therickydavila ’ll  voting blue  ballot  november  beyond   democracy will perish otherwise    💙✋"
"16","New York","NY","rt asianbardi ’m voting  cardi b  favorite female hiphop artist   amas httpstcobdceqxvw7d"
"16","Michigan","MI","rt beycharts ’m voting  beyoncé  favorite female rampb artist   amas"
"16","Pennsylvania","PA","rt jonniebm amasvotingtrack sanbenito beyonce taylorswift13 harrystyles drake theweeknd  vote beyoncé  artist   year …"
"16","California","CA","🤎

im voting  bts btstwt  favorite pop duo  group   amas"
"16","California","CA","rt rbreich mark finchem  trumpbacked candidate running  arizona secretary  state wants  ban mailin voting

“ don’t care f…"
"16","Florida","FL","tmlovesred im voting  red taylors version  favorite pop album   amas"
"16","Texas","TX","fabiotheebarb ’m voting  nicki minaj  favorite female hiphop artist   amas"
"16","Alabama","AL","black box voting confessions   elections hacker part 2

httpstcocriyvuuwie"
"16","New York","NY","rt modooborahae ’m voting  bts btstwt  favorite pop duo  group   amas httpstcojkung4cgco"
"16","Texas","TX","rt egosshadow7 im voting  btstwt  favorite pop duo  group   amas"
"16","Louisiana","LA","rt btssomma im voting  bts btsbtstwt  favorite kpop artist category   amas"
"16","Illinois","IL","’m voting  nicki minaj  favorite female hiphop artist   amas httpstcoaobkcbwg3c"
"16","Tennessee","TN","rt tealors13 theswiftvoting voting  taylor swift  artist   year   amas"
"16","Tennessee","TN","rt amelialovests theswiftvoting im voting  taylor swift  artist   year  amas"
"16","Ohio","OH","rt taylornation13 rt  youre voting taylor swift  favorite music video   amas 🧣🍂 httpstcolso0rhrlmw"
"16","Florida","FL","rt lohofran b52malmet  don’t get  just like  don’t get women regardless  race voting republican  really   point  s…"
"16","Texas","TX","rt chuckcallesto breaking report  emergency complaint   filed  georgia election board alleging   dominion voting erro…"
"16","California","CA","rt 01btsxarmy1 army 🆘️ panic voting  always work  2  days gap keeps increasing  1 almost 300k gap amp 3  catching…"
"16","Florida","FL","rt satellitebtch sixteen ’m voting  harry styles  favorite male pop artist   amas httpstcomhnoaebmmk"
"16","Tennessee","TN","rt peopleschamp45 imagine voting  "
"16","South Carolina","SC","dovecharts im voting  nicki minaj  favorite female hiphop artist   amas"
"16","New York","NY","jonniefairy btstwt im voting  btstwt  favorite pop duo  group   amas"
"16","Pennsylvania","PA","rt teampelosi      privacy   voting booth    power  preserve  privacy   doctor’s office 

…"
"16","New Mexico","NM","nmdems voting  mail  depositing cash  mail   exact  process involving many   exact  peopl… httpstco5ikvybccam"
"16","New York","NY","rt mike574 govkathyhochul trying  buy votes isnt going  save   voting  unelected    office next month"
"16","New York","NY","asianbardi ’m voting  cardi b  favorite female hiphop artist   amas"
"16","West Virginia","WV","teampelosi voting booths don’t work anymore democrats  found  way  steal  cheat  votes"
"16","Nevada","NV","rt rncresearch walker “      concerned  voting   —  nonpolitician —  want   think   damage…"
"16","Illinois","IL","rt f69455374ronnie byonce4444 ’m voting  beyoncé  artist   year amas"
"16","Tennessee","TN","rt chiehyu0105 tsstatistics organizationts im voting  red taylors version  favorite pop album   amas"
"16","Connecticut","CT","rt tonyhussein4  must turn  red states  blue states  protect women’s rights restore voting rights  save democracy

 fl…"
"16","Kentucky","KY","rt indomyletsvote good morning  🌞

im voting  bts btstwt  favorite pop duo  group   2022 amas"
"16","Tennessee","TN","’m voting taylor swift  artist   year   amas   ariastaylorswift 🌃🌌🎶🎶🎸⚜️ httpstcok1eu8powfy"
"16","Texas","TX","rt wizkidsource ’m voting  wizkid  favorite afrobeats artist   amas httpstcozp6iwndwo1"
"16","Illinois","IL","rt yoonglicose ’m voting  btstwt  favorite pop duo  group amas"
"16","Colorado","CO","dcelestespencer berlidge  think  republicans  trying  make   one issue voting cycle  want wome… httpstco7qoqrryvwr"
"16","New York","NY","rt cardistics ’m voting  cardi b  favorite female artist hiphop artist   amas"
"16","Nebraska","NE","please take time  read  article  public schools    ballot informed voting  essential"
"16","New York","NY","voting  helping others  vote  crucial  will win     "
"16","Florida","FL","rt chuckcallesto breaking report  emergency complaint   filed  georgia election board alleging   dominion voting erro…"
"16","West Virginia","WV","rt demgovs georgia early voting starts tomorrow

make  plan  cast  vote  staceyabrams  democrats     ballot…"
"16","Texas","TX","rt stylezpromo ’m voting      favorite pop song   amas

  competition   category      lead…"
"16","Arizona","AZ","rt ronfilipkowski roger stone tells alex jones   video played   j6 committee   saying “ said fck  voting let’s ge…"
"16","Arizona","AZ","rt ronfilipkowski roger stone tells alex jones   video played   j6 committee   saying “ said fck  voting let’s ge…"
"16","Ohio","OH","rt howardwilkinson issue 2  gopbacked constitutional amendment   nov ballot  also prevent ohio 17yearolds  voting …"
"16","New York","NY","rt taylorsdxylight theswiftvoting ’m voting  taylor swift  artist   year   amas"
"16","Mississippi","MS","rt michkathmiranda tswiftftc im voting  taylor swift  artist   year   amas"
"16","New York","NY","rt ayitinsay sshadowlands btstwt  gotta    gotta  ’m  

’m voting  btstwt  favorite pop duo  group …"
"16","New York","NY","rt teampelosi      privacy   voting booth    power  preserve  privacy   doctor’s office 

…"
"16","Minnesota","MN","rt teampelosi      privacy   voting booth    power  preserve  privacy   doctor’s office 

…"
"16","Arizona","AZ","rt dwpaaz lets vote wisely arizona  must elect leaders  protect  freedoms
adrianfontes will ensure  voices  voting r…"
"16","Texas","TX","rt ughmane rt  reply

im voting  btstwt  favorite pop duo  group   amas"
"16","Mississippi","MS","rt bigreputa 🚨goal 100 replies 100 rts 🚨

’m voting  taylor swift  favorite female country artist   amas httpstcosafnp…"
"16","Mississippi","MS","rt swiftyeondan13 bigreputa ’m voting taylor swift  artist   year   amas"
"16","Minnesota","MN","rt notcapnamerica ron desantis  relaxed voting rules  several republican leaning counties affected   hurricane

’s declined…"
"16","Virginia","VA","rt stylezpromo lets push hard everyone  still got time  bridge  gap  take  lead  just need  increase  voting rate…"
"16","Tennessee","TN","rt dojarexha like amp retweet  tweet

• reply  im voting  doja cat  favorite female rampb artist   amas httpstco…"
"16","Wisconsin","WI","rt me13with im voting  taylor swift  artist   year   amas ❤️❤️❤️"
"16","New York","NY","rt facethenation  early voting starting monday  georgia senate hopefuls— democratic incumbent sen raphael warnock  republican…"
"16","Wisconsin","WI","rt tyunkngomhrt theswiftvoting sometimes giving    brave thing 
’m voting  taylor swift  artist   year   amas"
"16","Florida","FL","rt imtwofly4ya yungbardi1 sunflowerarabia ’m voting  cardi b  favorite female hiphop artist   amas ❤️"
"16","Michigan","MI","rt leespelledli fakeairfryerfacts main cause  obesity amp politics hotair govote

ive  voting since 1984   2001  serve…"
